date,plotlong,project,SubplotID,plot.side,nps,ndvi,gf,open,lai,ratio,ci
8/3/2019,B01EE ,forte,B01E,E,E,0.742,6.08,6.33,2.9975,0.247539616,0.77
8/3/2019,B01ES,forte,B01E,E,S,0.805,3.39,3.42,3.955,0.203539823,0.798
8/3/2019,B01EW,forte,B01E,E,W,0.819,2.52,2.63,4.2525,0.192592593,0.776
8/3/2019,B01WC ,forte,B01W,W,C,0.892,1.6,1.7,4.64,0.192241379,0.846
8/3/2019,B01WN,forte,B01W,W,N,0.882,1.71,1.75,4.4825,0.196765198,0.8
8/3/2019,B01WE ,forte,B01W,W,E,0.849,2.17,2.39,4.315,0.196755504,0.828
8/3/2019,B01WS,forte,B01W,W,S,0.838,2.44,2.5,4.06,0.206403941,0.782
8/3/2019,B01WW,forte,B01W,W,W,0.887,1.47,1.56,4.82,0.184024896,0.834
8/3/2019,B03WC ,forte,B03W,W,C,0.801,4.23,4.44,3.4225,0.234039445,0.842
8/3/2019,B03WN,forte,B03W,W,N,0.649,9.85,10.78,2.315,0.280345572,0.832
8/3/2019,B03WE ,forte,B03W,W,E,0.82,2.82,2.92,3.9,0.21025641,0.884
8/3/2019,B03WS,forte,B03W,W,S,0.72,6.22,6.57,3.04,0.236842105,0.828
8/3/2019,B03WW,forte,B03W,W,W,0.787,4.42,4.71,3.28,0.239939024,0.768
8/3/2019,B03EC ,forte,B03E,E,C,0.827,3.87,4.2,3.3025,0.250416351,0.75
8/3/2019,B03EN,forte,B03E,E,N,0.733,6.66,7.35,2.87,0.255400697,0.798
8/3/2019,B03EE ,forte,B03E,E,E,0.795,3.78,4.08,3.42,0.23245614,0.884
8/3/2019,B03ES,forte,B03E,E,S,0.839,3.44,3.71,3.54,0.23700565,0.794
8/3/2019,B03EW,forte,B03E,E,W,0.846,2.5,2.6,4.3775,0.193260994,0.822
8/3/2019,B04WC ,forte,B04W,W,C,0.755,4.21,4.47,3.3675,0.22420193,0.818
8/3/2019,B04WN,forte,B04W,W,N,0.729,4.1,4.29,3.5125,0.207544484,0.804
8/3/2019,B04WE ,forte,B04W,W,E,0.712,5.59,6.07,3.0125,0.236348548,0.89
8/3/2019,B04WS,forte,B04W,W,S,0.775,4.27,4.62,3.1175,0.248596632,0.746
8/3/2019,B04WW,forte,B04W,W,W,0.849,1.96,2,4.655,0.182384533,0.814
8/3/2019,B04EC ,forte,B04E,E,C,0.77,3.15,3.37,3.5775,0.215234102,0.848
8/3/2019,B04EN,forte,B04E,E,N,0.789,3.51,3.58,3.95,0.199746835,0.824
8/3/2019,B04EE ,forte,B04E,E,E,0.75,3.59,3.99,3.7225,0.201477502,0.82
8/3/2019,B04ES,forte,B04E,E,S,0.776,3.1,3.28,3.89,0.199485861,0.848
8/3/2019,B04EW,forte,B04E,E,W,0.757,3.04,3.21,3.7575,0.201463739,0.85
7/12/2019,forte,B02,B,C,T,0.781,8.09,8,2.9875,0.261422594,0.804
7/12/2019,forte,B02,B,C,T,0.781,8.09,8,2.9875,0.261422594,0.804
7/12/2019,forte,B02,B,N,T,0.639,10.54,10.86,2.4925,0.256369107,0.858
7/12/2019,forte,B02,B,E,T,0.77,7.94,7.97,2.845,0.270650264,0.778
7/12/2019,forte,B02,B,S,T,0.808,6.38,6.49,3.1775,0.254287962,0.858
7/12/2019,forte,B02,B,W,T,0.726,7.44,7.59,2.8925,0.25099395,0.94
7/12/2019,forte,B02,B,C,B,0.701,12.27,12.36,2.3975,0.292387904,0.742
7/12/2019,forte,B02,B,N,B,0.596,13.79,14.21,2.1,0.283809524,0.81
7/12/2019,forte,B02,B,E,B,0.731,8.8,9.03,2.6375,0.277156398,0.82
7/12/2019,forte,B02,B,S,B,0.702,10.64,11.18,2.51,0.279681275,0.836
7/12/2019,forte,B02,B,W,B,0.62,12.6,13.45,2.0625,0.300606061,0.81
7/12/2019,forte,B01,B,C,C,0.824,6.2,6.37,2.9075,0.283404987,0.652
7/12/2019,forte,B01,B,N,C,0.63,12.96,13.27,2.1475,0.293364377,0.832
7/12/2019,forte,B01,B,E,C,0.646,12.71,12.53,2.375,0.272,0.846
7/12/2019,forte,B01,B,S,C,0.762,7.58,7.54,3.03,0.251485149,0.744
7/12/2019,forte,B01,B,W,C,0.791,7.49,7.51,3.015,0.262354892,0.686
7/12/2019,forte,B01,B,C,C,0.882,2.45,2.57,3.855,0.228793774,0.844
7/12/2019,forte,B01,B,N,C,0.859,3.13,3.23,3.795,0.226350461,0.79
7/12/2019,forte,B01,B,E,C,0.843,3.9,4.25,3.525,0.239148936,0.822
7/12/2019,forte,B01,B,S,C,0.823,4.32,4.47,3.29,0.250151976,0.8
7/12/2019,forte,B01,B,W,C,0.888,2.29,2.39,4.1575,0.213589898,0.862
7/12/2019,forte,B03,B,C,T,0.765,8.78,8.68,2.8525,0.268185802,0.848
7/12/2019,forte,B03,B,N,T,0.643,8.19,9.08,2.6325,0.244254511,0.856
7/12/2019,forte,B03,B,E,T,0.771,6.03,6.27,2.9925,0.25764411,0.874
7/12/2019,forte,B03,B,S,T,0.68,13.03,12.84,2.565,0.265107212,0.79
7/12/2019,forte,B03,B,W,T,0.762,8.05,8.23,3.115,0.244622793,0.73
7/12/2019,forte,B03,B,C,B,0.796,8.05,8.39,2.6475,0.300661001,0.684
7/12/2019,forte,B03,B,N,B,0.721,9.44,10.2,2.47,0.291902834,0.796
7/12/2019,forte,B03,B,E,B,0.727,11.18,10.9,2.6025,0.279346782,0.86
7/12/2019,forte,B03,B,S,B,0.799,6.06,6.55,2.7875,0.286636771,0.758
7/12/2019,forte,B03,B,W,B,0.805,4.82,5.08,3.315,0.242835596,0.878
7/12/2019,forte,B04,B,C,B,0.742,8.72,8.78,2.75,0.269818182,0.77
7/12/2019,forte,B04,B,N,B,0.757,5.59,5.96,3.0975,0.244390638,0.828
7/12/2019,forte,B04,B,E,B,0.722,7.51,8.15,2.625,0.275047619,0.818
7/12/2019,forte,B04,B,S,B,0.809,4.52,4.97,3.095,0.261389338,0.762
7/12/2019,forte,B04,B,W,B,0.872,4.28,4.15,4.425,0.197062147,0.768
7/12/2019,forte,B04,B,C,T,0.698,9.4,9.55,2.6175,0.266666667,0.83
7/12/2019,forte,B04,B,N,T,0.777,8.15,7.88,3.025,0.256859504,0.85
7/12/2019,forte,B04,B,E,T,0.697,11.12,11.62,2.145,0.324941725,0.802
7/12/2019,forte,B04,B,S,T,0.752,5.33,5.59,3.09,0.243365696,0.856
7/12/2019,forte,B04,B,W,T,0.696,9.9,9.83,2.77,0.251263538,0.89
7/12/2019,forte,A03,A,C,B,0.818,5.04,5.27,3.25,0.251692308,0.738
7/12/2019,forte,A03,A,N,B,0.876,3.89,3.7,4.24,0.206603774,0.794
7/12/2019,forte,A03,A,E,B,0.715,7.27,7.78,2.6625,0.268544601,0.794
7/12/2019,forte,A03,A,S,B,0.765,6.16,6.74,2.975,0.257142857,0.734
7/12/2019,forte,A03,A,W,B,0.724,9.66,9.91,2.4125,0.300103627,0.712
7/12/2019,forte,A03,A,C,T,0.822,5.21,5.13,3.47,0.236887608,0.786
7/12/2019,forte,A03,A,N,T,0.664,11.91,12.06,2.4275,0.273532441,0.73
7/12/2019,forte,A03,A,E,T,0.798,8.3,8.47,3.1075,0.256798069,0.58
7/12/2019,forte,A03,A,S,T,0.849,4.21,4.44,3.295,0.257663126,0.8
7/12/2019,forte,A03,A,W,T,0.817,3.31,3.59,3.415,0.239238653,0.864
7/12/2019,forte,A02,A,C,B,0.738,7.75,8.21,3.4025,0.216899339,0.794
7/12/2019,forte,A02,A,N,B,0.801,3.02,3.37,3.965,0.202017654,0.81
7/12/2019,forte,A02,A,E,B,0.942,1.91,1.97,4.825,0.195233161,0.74
7/12/2019,forte,A02,A,S,B,0.758,9.51,9.15,3.5975,0.210701876,0.78
7/12/2019,forte,A02,A,W,B,0.729,7.6,8.34,2.885,0.252686308,0.696
7/12/2019,forte,A02,A,C,T,0.951,0.95,0.98,6.0025,0.158433986,0.802
7/12/2019,forte,A02,A,N,T,0.906,1.47,1.55,4.8,0.18875,0.714
7/12/2019,forte,A02,A,E,T,0.89,1.8,1.97,4.335,0.205305652,0.82
7/12/2019,forte,A02,A,S,T,0.852,2.43,2.47,4.2725,0.199414862,0.81
7/12/2019,forte,A02,A,W,T,0.858,4,4.32,3.4425,0.249237473,0.704
7/12/2019,forte,A01,A,C,T,0.672,8.4,9.04,2.715,0.247513812,0.77
7/12/2019,forte,A01,A,N,T,0.77,5.79,6.38,2.9375,0.26212766,0.712
7/12/2019,forte,A01,A,E,T,0.633,6.31,7,2.7825,0.227493261,0.852
7/12/2019,forte,A01,A,S,T,0.846,5.39,5.43,3.32,0.254819277,0.666
7/12/2019,forte,A01,A,W,T,0.726,10.3,10.39,2.6525,0.273704053,0.612
7/12/2019,forte,A01,A,C,B,0.716,9.28,9.15,3.2975,0.217134193,0.79
7/12/2019,forte,A01,A,N,B,0.83,5.17,5.24,3.475,0.238848921,0.756
7/12/2019,forte,A01,A,E,B,0.756,8.8,8.59,3.285,0.230136986,0.84
7/12/2019,forte,A01,A,S,B,0.714,7.63,7.97,2.615,0.273040153,0.77
7/12/2019,forte,A01,A,W,B,0.569,11.41,12.28,2.1975,0.258930603,0.824
7/12/2019,forte,A04,A,C,C,0.8,5.76,5.85,3.565,0.224403927,0.78
7/12/2019,forte,A04,A,N,C,0.769,5.37,5.67,3.15,0.244126984,0.834
7/12/2019,forte,A04,A,E,C,0.795,3.47,3.73,3.45,0.230434783,0.91
7/12/2019,forte,A04,A,S,C,0.754,4.63,4.97,3.295,0.228831563,0.852
7/12/2019,forte,A04,A,W,C,0.746,7.22,7.28,2.94,0.253741497,0.892
7/12/2019,forte,A04,A,C,C,0.858,2.06,2.22,4.2675,0.201054482,0.852
7/12/2019,forte,A04,A,N,C,0.893,3.49,3.4,4.1025,0.217672151,0.76
7/12/2019,forte,A04,A,E,C,0.799,7.19,7.19,3.54,0.225706215,0.806
7/12/2019,forte,A04,A,S,C,0.852,3.41,3.56,3.72,0.229032258,0.632
7/12/2019,forte,A04,A,W,C,0.784,7.64,7.5,3.615,0.216874136,0.82
7/16/2019,forte,A03,A,C,B,0.796,4.57,4.81,3.34,0.238323353,0.666
7/16/2019,forte,A03,A,N,B,0.891,3.28,3.21,4.01,0.222194514,0.728
7/16/2019,forte,A03,A,E,B,0.696,11.43,11.06,2.725,0.255412844,0.734
7/16/2019,forte,A03,A,S,B,0.789,5.33,5.84,3.0575,0.258053966,0.764
7/16/2019,forte,A03,A,W,B,0.718,9.45,9.63,2.48,0.289516129,0.658
7/16/2019,forte,A03,A,C,T,0.825,2.9,3.04,3.825,0.215686275,0.766
7/16/2019,forte,A03,A,N,T,0.679,10.35,10.85,2.3825,0.284994753,0.682
7/16/2019,forte,A03,A,E,T,0.768,6.84,7.26,2.9,0.264827586,0.552
7/16/2019,forte,A03,A,S,T,0.841,3.18,3.4,3.955,0.212642225,0.784
7/16/2019,forte,A03,A,W,T,0.789,5.74,5.87,3.04,0.259539474,0.614
7/16/2019,forte,A02,A,C,B,0.777,6.33,6.97,3.0775,0.25247766,0.7
7/16/2019,forte,A02,A,N,B,0.861,4.07,4.47,3.23,0.266563467,0.688
7/16/2019,forte,A02,A,E,B,0.941,1.79,2,5.0225,0.187356894,0.724
7/16/2019,forte,A02,A,S,B,0.752,8.65,8.53,3.8725,0.1941898,0.804
7/16/2019,forte,A02,A,W,B,0.743,7.24,7.98,3.245,0.228967643,0.63
7/16/2019,forte,A02,A,C,T,0.952,1.28,1.35,4.9025,0.194186639,0.698
7/16/2019,forte,A02,A,N,T,0.933,1.28,1.31,5.7825,0.161348898,0.73
7/16/2019,forte,A02,A,E,T,0.907,1.16,1.3,4.895,0.185291113,0.77
7/16/2019,forte,A02,A,S,T,0.895,1.28,1.39,4.7025,0.190324296,0.746
7/16/2019,forte,A02,A,W,T,0.873,2.34,2.56,4.0075,0.217841547,0.73
7/16/2019,forte,A01,A,C,T,0.682,8.4,9.28,2.45,0.278367347,0.762
7/16/2019,forte,A01,A,N,T,0.728,7.9,8.24,2.66,0.273684211,0.616
7/16/2019,forte,A01,A,E,T,0.656,8.37,8.83,2.6225,0.250142993,0.68
7/16/2019,forte,A01,A,S,T,0.876,4.46,4.96,3.8275,0.22887002,0.636
7/16/2019,forte,A01,A,W,T,0.777,5.14,5.28,3.3025,0.235276306,0.654
7/16/2019,forte,A01,A,C,B,0.785,3.47,3.33,4.5975,0.17074497,0.786
7/16/2019,forte,A01,A,N,B,0.862,1.04,1.1,4.775,0.18052356,0.8
7/16/2019,forte,A01,A,E,B,0.809,3.52,3.45,4.57,0.17702407,0.776
7/16/2019,forte,A01,A,S,B,0.777,1.87,2.08,4.35,0.17862069,0.758
7/16/2019,forte,A01,A,W,B,0.66,6.07,6.61,3.165,0.208530806,0.712
7/16/2019,forte,A04,A,C,C,0.859,2.59,2.6,4.52,0.190044248,0.728
7/16/2019,forte,A04,A,N,C,0.83,1.86,1.98,4.68,0.177350427,0.83
7/16/2019,forte,A04,A,E,C,0.86,1.7,1.71,4.7225,0.182106935,0.814
7/16/2019,forte,A04,A,S,C,0.836,1.71,1.84,4.5825,0.18243317,0.73
7/16/2019,forte,A04,A,W,C,0.828,2.07,2.05,4.6725,0.177207063,0.824
7/16/2019,forte,A04,A,C,C,0.88,2.12,2.35,4.7075,0.186935741,0.678
7/16/2019,forte,A04,A,N,C,0.91,1.05,1.01,5.9225,0.15365133,0.736
7/16/2019,forte,A04,A,E,C,0.831,3.39,3.25,4.7975,0.173215216,0.788
7/16/2019,forte,A04,A,S,C,0.851,2.3,2.52,4.7875,0.177754569,0.858
7/16/2019,forte,A04,A,W,C,0.886,2.62,2.84,3.8175,0.232089064,0.612
7/16/2019,forte,B04,B,C,T,0.692,6.01,6.01,3.3625,0.205799257,0.732
7/16/2019,forte,B04,B,N,T,0.79,4.21,4.14,3.7675,0.209688122,0.752
7/16/2019,forte,B04,B,E,T,0.749,5.97,6.26,2.82,0.265602837,0.75
7/16/2019,forte,B04,B,S,T,0.824,2.99,3.06,3.865,0.213195343,0.794
7/16/2019,forte,B04,B,W,T,0.771,2.97,2.89,4.415,0.174631937,0.818
7/16/2019,forte,B04,B,C,B,0.774,3.08,3.31,3.67,0.210899183,0.8
7/16/2019,forte,B04,B,N,B,0.803,4,4.16,3.5225,0.227963094,0.692
7/16/2019,forte,B04,B,E,B,0.731,6,5.91,3.3975,0.215158205,0.718
7/16/2019,forte,B04,B,S,B,0.819,2.45,2.64,3.8775,0.211218569,0.83
7/16/2019,forte,B04,B,W,B,0.89,1.31,1.39,5.3025,0.167845356,0.82
7/16/2019,forte,B03,B,C,B,0.828,4.68,4.93,3.4,0.243529412,0.644
7/16/2019,forte,B03,B,N,B,0.743,6.23,6.94,2.8875,0.257316017,0.774
7/16/2019,forte,B03,B,E,B,0.748,5.56,5.59,3.38,0.221301775,0.814
7/16/2019,forte,B03,B,S,B,0.847,3.09,3.12,4.05,0.209135802,0.802
7/16/2019,forte,B03,B,W,B,0.871,2.62,2.61,4.9475,0.176048509,0.842
7/16/2019,forte,B03,B,C,T,0.834,2.32,2.44,3.9425,0.2115409,0.774
7/16/2019,forte,B03,B,N,T,0.65,6.06,6.74,3.0025,0.216486261,0.802
7/16/2019,forte,B03,B,E,T,0.816,3.02,3.15,3.7375,0.218327759,0.784
7/16/2019,forte,B03,B,S,T,0.751,5.82,5.78,3.6825,0.203937542,0.708
7/16/2019,forte,B03,B,W,T,0.802,5.1,5.15,3.545,0.226234133,0.732
7/16/2019,forte,B01,B,C,C,0.86,3.13,3.12,3.895,0.220795892,0.662
7/16/2019,forte,B01,B,N,C,0.678,6.78,7.04,2.8975,0.233994823,0.766
7/16/2019,forte,B01,B,E,C,0.735,5.03,4.96,3.5175,0.208955224,0.784
7/16/2019,forte,B01,B,S,C,0.806,2.11,2.26,4.005,0.201248439,0.664
7/16/2019,forte,B01,B,W,C,0.836,4.44,4.56,3.8825,0.215325177,0.664
7/16/2019,forte,B01,B,C,C,0.898,2.58,2.78,4.07,0.220638821,0.734
7/16/2019,forte,B01,B,N,C,0.906,1.58,1.54,5.0325,0.180029806,0.744
7/16/2019,forte,B01,B,E,C,0.855,1.83,2.01,4.3325,0.197345643,0.82
7/16/2019,forte,B01,B,S,C,0.899,2.01,1.91,5.1525,0.174478409,0.764
7/16/2019,forte,B01,B,W,C,0.916,1.58,1.62,4.945,0.185237614,0.758
7/16/2019,forte,B02,B,C,T,0.849,3.74,3.73,3.6875,0.230237288,0.782
7/16/2019,forte,B02,B,N,T,0.754,4.08,4.36,3.275,0.230229008,0.846
7/16/2019,forte,B02,B,E,T,0.714,7.91,7.93,2.8675,0.248997384,0.786
7/16/2019,forte,B02,B,S,T,0.876,1.82,1.93,4.2425,0.206482027,0.75
7/16/2019,forte,B02,B,W,T,0.755,3.46,3.58,3.595,0.210013908,0.854
7/16/2019,forte,B02,B,C,B,0.756,4.89,5.3,3.2025,0.236065574,0.684
7/16/2019,forte,B02,B,N,B,0.635,7.61,7.84,2.7975,0.226988382,0.772
7/16/2019,forte,B02,B,E,B,0.783,3.45,3.47,4.0525,0.193214065,0.736
7/16/2019,forte,B02,B,S,B,0.649,9.04,9.5,2.635,0.24629981,0.79
7/16/2019,forte,B02,B,W,B,0.492,13.01,13.62,2.045,0.240586797,0.784
7/17/2019,forte,C04,C,C,B,0.715,4.52,4.62,3.3375,0.21423221,0.864
7/17/2019,forte,C04,C,N,B,0.706,3.31,3.54,3.7925,0.186156889,0.868
7/17/2019,forte,C04,C,E,B,0.799,3.06,3,4.3,0.185813953,0.762
7/17/2019,forte,C04,C,S,B,0.771,4.69,4.67,3.665,0.210368349,0.872
7/17/2019,forte,C04,C,W,B,0.816,3.11,3.18,3.8575,0.211535969,0.792
7/17/2019,forte,C04,C,C,T,0.603,13.62,13.05,2.6475,0.22776204,0.812
7/17/2019,forte,C04,C,N,T,0.288,26.51,27.66,1.29,0.223255814,0.432
7/17/2019,forte,C04,C,E,T,0.308,18.72,19.59,1.6475,0.186949924,0.662
7/17/2019,forte,C04,C,S,T,0.821,5.44,5.18,3.9325,0.208773045,0.794
7/17/2019,forte,C04,C,W,T,0.609,9.19,9.87,2.425,0.251134021,0.738
7/17/2019,forte,C03,C,C,B,0.687,7.58,7.99,2.8425,0.241688654,0.75
7/17/2019,forte,C03,C,N,B,0.748,5.88,5.88,3.5325,0.211748054,0.694
7/17/2019,forte,C03,C,E,B,0.545,9.66,9.65,2.61,0.208812261,0.682
7/17/2019,forte,C03,C,S,B,0.509,7.74,8.51,2.8525,0.178439965,0.616
7/17/2019,forte,C03,C,W,B,0.556,11.58,12.71,2.405,0.231185031,0.588
7/17/2019,forte,C03,C,C,T,0.773,6.5,6.71,3.115,0.248154093,0.62
7/17/2019,forte,C03,C,N,T,0.583,10.56,10.62,2.8225,0.206554473,0.828
7/17/2019,forte,C03,C,E,T,0.733,7.54,7.93,2.795,0.262254025,0.794
7/17/2019,forte,C03,C,S,T,0.764,6.23,6.11,3.5325,0.216277424,0.84
7/17/2019,forte,C03,C,W,T,0.84,3.75,3.88,3.49,0.240687679,0.8
7/17/2019,forte,C02,C,C,B,0.84,2.45,2.46,4.2975,0.195462478,0.824
7/17/2019,forte,C02,C,N,B,0.738,2.93,3.18,3.6325,0.203165864,0.888
7/17/2019,forte,C02,C,E,B,0.793,5.29,5.57,3.0925,0.256426839,0.78
7/17/2019,forte,C02,C,S,B,0.739,3.46,3.74,3.35,0.220597015,0.87
7/17/2019,forte,C02,C,W,B,0.775,4.84,5.11,3.4075,0.227439472,0.766
7/17/2019,forte,C02,C,C,T,0.654,5.5,6.07,3.03,0.215841584,0.89
7/17/2019,forte,C02,C,N,T,0.704,5.45,5.82,2.97,0.237037037,0.786
7/17/2019,forte,C02,C,E,T,0.848,4.46,4.21,4,0.212,0.828
7/17/2019,forte,C02,C,S,T,0.629,9.67,9.67,3.055,0.20589198,0.836
7/17/2019,forte,C02,C,W,T,0.896,2.36,2.27,4.5875,0.195313351,0.766
7/17/2019,forte,C04,C,C,T,0.671,6.24,6.56,2.8925,0.231979257,0.78
7/17/2019,forte,C04,C,N,T,0.643,9.24,9.01,2.8975,0.221915444,0.82
7/17/2019,forte,C04,C,E,T,0.683,4.38,4.82,3.2625,0.209348659,0.848
7/17/2019,forte,C04,C,S,T,0.781,6.75,7.24,3.19,0.244827586,0.796
7/17/2019,forte,C04,C,W,T,0.622,9.75,9.7,2.7725,0.224346258,0.788
7/17/2019,forte,C04,C,C,B,0.71,7.19,7.45,3.07,0.231270358,0.7
7/17/2019,forte,C04,C,N,B,0.76,7.43,7.27,3.3225,0.228743416,0.732
7/17/2019,forte,C04,C,E,B,0.683,5.03,5.56,3.295,0.207283763,0.838
7/17/2019,forte,C04,C,S,B,0.7,4.77,5.31,3.44,0.203488372,0.782
7/17/2019,forte,C04,C,W,B,0.647,5.83,5.82,3.675,0.176054422,0.784
7/17/2019,forte,D01,D,C,C,0.671,3.7,3.93,3.58,0.187430168,0.76
7/17/2019,forte,D01,D,N,C,0.666,13.28,13.57,2.21,0.301357466,0.572
7/17/2019,forte,D01,D,E,C,0.717,3.84,3.72,4.085,0.175520196,0.654
7/17/2019,forte,D01,D,S,C,0.655,3.63,4.01,3.6125,0.181314879,0.728
7/17/2019,forte,D01,D,W,C,0.575,11.21,10.64,3.29,0.174772036,0.708
7/17/2019,forte,D01,D,C,C,0.701,7.32,7.41,2.92,0.240068493,0.836
7/17/2019,forte,D01,D,N,C,0.636,5.08,5.79,3.325,0.191278195,0.814
7/17/2019,forte,D01,D,E,C,0.713,6.49,6.59,3.055,0.233387889,0.77
7/17/2019,forte,D01,D,S,C,0.695,8.06,8.01,3.1075,0.223652454,0.766
7/17/2019,forte,D01,D,W,C,0.652,6.95,7.12,2.945,0.22139219,0.8
7/17/2019,forte,D03,D,C,B,0.593,9.38,9.6,2.6475,0.223984891,0.746
7/17/2019,forte,D03,D,N,B,0.52,10.12,11.38,2.6025,0.199807877,0.838
7/17/2019,forte,D03,D,E,B,0.644,6.09,6.37,3.17,0.203154574,0.804
7/17/2019,forte,D03,D,S,B,0.354,14.72,15.51,1.9,0.186315789,0.712
7/17/2019,forte,D03,D,W,B,0.717,5.94,6.46,3.075,0.233170732,0.702
7/17/2019,forte,D03,D,C,T,0.633,12.74,12.76,2.4325,0.260226105,0.504
7/17/2019,forte,D03,D,N,T,0.574,11.27,11.2,2.555,0.224657534,0.744
7/17/2019,forte,D03,D,E,T,0.868,2.27,2.24,4.76,0.182352941,0.824
7/17/2019,forte,D03,D,S,T,0.905,1.65,1.55,5.09,0.177799607,0.776
7/17/2019,forte,D03,D,W,T,0.675,7.2,6.9,3.435,0.19650655,0.81
7/17/2019,forte,D04,D,C,B,0.78,2.07,1.87,6.6125,0.117958412,0.784
7/17/2019,forte,D04,D,N,B,0.51,14.17,13.9,3.0525,0.167076167,0.57
7/17/2019,forte,D04,D,S,B,0.181,28.9,28.32,1.4625,0.123760684,0.788
7/17/2019,forte,D04,D,W,B,0.193,20.5,20.53,1.845,0.104607046,0.554
7/17/2019,forte,D04,D,C,T,0.577,6.54,6.82,3.0225,0.190901572,0.598
7/17/2019,forte,D04,D,N,T,0.283,19.34,20.46,1.745,0.16217765,0.402
7/17/2019,forte,D04,D,E,T,0.646,5.1,5.19,3.3675,0.191833705,0.848
7/17/2019,forte,D04,D,S,T,0.245,14.74,14.56,2.3725,0.103266596,0.416
7/17/2019,forte,D04,D,W,T,0.597,4.47,4.59,3.7025,0.161242404,0.62
7/17/2019,forte,D02,D,C,B,0.583,8.11,7.97,3.1475,0.18522637,0.794
7/17/2019,forte,D02,D,N,B,0.481,5.54,6.1,2.925,0.164444444,0.642
7/17/2019,forte,D02,D,E,B,0.707,8.18,8.43,2.745,0.257559199,0.624
7/17/2019,forte,D02,D,S,B,0.553,10.13,10.84,2.5475,0.217075564,0.734
7/17/2019,forte,D02,D,W,B,0.355,16.5,16.43,2.1,0.169047619,0.706
7/17/2019,forte,D02,D,C,T,0.626,12.96,12.99,2.24,0.279464286,0.792
7/17/2019,forte,D02,D,N,T,0.251,15.95,15.94,2.17,0.115668203,0.762
7/17/2019,forte,D02,D,E,T,0.755,3.64,3.4,4.4275,0.170525127,0.698
7/17/2019,forte,D02,D,S,T,0.112,18.29,18.6,1.96,0.057142857,0.568
7/17/2019,forte,D02,D,W,T,0.378,12.29,13.17,2.1825,0.173195876,0.52
7/24/2019,forte,A03,A,C,T,0.813,2.99,2.95,4.3575,0.186574871,0.794
7/24/2019,forte,A03,A,N,T,0.713,6.24,6.81,2.7775,0.256705671,0.686
7/24/2019,forte,A03,A,E,T,0.834,6.11,6.31,3.3,0.252727273,0.53
7/24/2019,forte,A03,A,S,T,0.855,3.73,3.98,3.785,0.225891678,0.82
7/24/2019,forte,A03,A,W,T,0.792,3.28,3.42,3.5775,0.221383648,0.836
7/24/2019,forte,A03,A,C,B,0.832,4.17,4.35,3.765,0.220982736,0.732
7/24/2019,forte,A03,A,N,B,0.903,2.17,2.07,4.7125,0.191618037,0.756
7/24/2019,forte,A03,A,E,B,0.705,9.87,9.43,3.0075,0.234413965,0.63
7/24/2019,forte,A03,A,S,B,0.764,7.45,7.57,3.41,0.224046921,0.64
7/24/2019,forte,A03,A,W,B,0.759,6.29,6.5,2.9475,0.257506361,0.712
7/24/2019,forte,A01,A,C,T,0.725,6.79,7.3,2.635,0.275142315,0.83
7/24/2019,forte,A01,A,N,T,0.807,4.24,4.63,3.2425,0.248882035,0.722
7/24/2019,forte,A01,A,E,T,0.604,11.19,11.6,2.35,0.257021277,0.774
7/24/2019,forte,A01,A,S,T,0.844,5.42,6.04,3.4525,0.244460536,0.654
7/24/2019,forte,A01,A,W,T,0.785,8.17,8.02,3.12,0.251602564,0.562
7/24/2019,forte,A01,A,C,B,0.765,6.36,6.03,4.045,0.189122373,0.874
7/24/2019,forte,A01,A,N,B,0.897,2.65,2.49,4.76,0.188445378,0.764
7/24/2019,forte,A01,A,E,B,0.833,4.93,4.74,3.7,0.225135135,0.77
7/24/2019,forte,A01,A,S,B,0.763,6.08,6.2,2.98,0.256040268,0.78
7/24/2019,forte,A01,A,W,B,0.702,6.09,6.9,3.1325,0.224102155,0.896
7/24/2019,forte,A02,A,C,B,0.772,6.88,7.35,3.4575,0.223282719,0.742
7/24/2019,forte,A02,A,N,B,0.82,5.3,5.6,3.1,0.264516129,0.664
7/24/2019,forte,A02,A,E,B,0.955,1.13,1.21,5.9675,0.160033515,0.746
7/24/2019,forte,A02,A,S,B,0.805,6.3,6.07,4.2525,0.189300412,0.772
7/24/2019,forte,A02,A,W,B,0.725,5.25,5.71,3.0575,0.237121832,0.746
7/24/2019,forte,A02,A,C,T,0.949,1.08,1.15,5.205,0.182324688,0.74
7/24/2019,forte,A02,A,N,T,0.916,1.02,1.03,5.53,0.165641953,0.802
7/24/2019,forte,A02,A,E,T,0.895,1.72,1.87,4.405,0.203178207,0.8
7/24/2019,forte,A02,A,S,T,0.86,2.32,2.36,4.4575,0.192933259,0.792
7/24/2019,forte,A02,A,W,T,0.915,2.8,2.75,5.52,0.16576087,0.74
7/24/2019,forte,A04,A,C,C,0.836,3.4,3.34,4.575,0.18273224,0.726
7/24/2019,forte,A04,A,N,C,0.805,3.67,3.83,3.4575,0.232827187,0.824
7/24/2019,forte,A04,A,E,C,0.817,2.76,2.9,3.895,0.209756098,0.846
7/24/2019,forte,A04,A,S,C,0.811,3.36,3.54,3.73,0.217426273,0.818
7/24/2019,forte,A04,A,W,C,0.787,2.99,3.18,3.6375,0.216357388,0.866
7/24/2019,forte,A04,A,C,C,0.874,1.97,2.13,4.19,0.208591885,0.778
